<<<<<<< HEAD
impression_id, clicked_ad ,cost,currently_insured,number_of_vehicles,number_of_drivers,marital_status,ranked_as,policies_sold
5806, -   ,10,Y,2,1,M,3, -   
5807, -   ,10,N,1,2,S,1, -   
5808, -   ,10,N,2,1,M,3, -   
5809, -   ,10,Y,1,1,M,2, -   
5810, -   ,10,N,2,1,M,5, -   
5811, -   ,10,Y,1,1,M,2, -   
5812, -   ,10,Y,2,1,M,4, -   
5813, -   ,10,Y,2,1,S,5, -   
5814, 1 ,10,N,1,2,S,1, -   
5815, -   ,10,N,2,1,M,4, -   
5816, -   ,10,N,2,1,M,5, -   
5817, -   ,10,N,2,1,M,4, -   
5818, -   ,10,N,2,2,S,3, -   
5819, -   ,10,Y,2,1,M,5, -   
5820, 1 ,10,Y,2,1,M,5, 1 
5821, -   ,10,N,1,2,S,1, -   
5822, -   ,10,N,2,2,S,3, -   
5823, -   ,10,N,1,2,M,3, -   
5824, -   ,10,Y,1,2,S,3, -   
5825, -   ,10,Y,2,1,M,5, -   
5826, -   ,10,N,1,2,M,3, -   
5827, -   ,10,Y,1,2,M,3, -   
5828, -   ,10,Y,2,1,M,4, -   
5829, 1 ,10,N,1,2,S,1, 1 
5830, -   ,10,N,1,1,M,3, -   
5831, 1 ,10,N,1,2,M,1, -   
5832, -   ,10,N,2,1,M,3, -   
5833, -   ,10,Y,1,2,M,3, -   
5834, -   ,10,Y,2,1,M,5, -   
5835, -   ,10,N,2,1,M,5, -   
5836, -   ,10,N,1,2,M,3, -   
5837, -   ,10,N,2,1,S,5, -   
5838, -   ,10,Y,1,2,S,1, -   
5839, -   ,10,N,2,2,M,3, -   
5840, -   ,10,N,1,1,M,2, -   
5841, -   ,10,N,2,1,M,4, -   
5842, -   ,10,N,1,1,M,3, -   
5843, -   ,10,N,1,1,M,3, -   
5844, 1 ,10,N,2,1,M,3, -   
5845, 1 ,10,N,1,1,M,1, 1 
5846, -   ,10,N,1,2,M,3, -   
5847, -   ,10,Y,2,2,S,4, -   
5848, -   ,10,Y,2,1,M,5, -   
5849, 1 ,10,N,1,2,M,1, -   
5850, -   ,10,N,2,1,M,4, -   
5851, -   ,10,Y,1,2,S,2, -   
5852, 1 ,10,N,2,2,M,2, 1 
5853, -   ,10,Y,2,1,M,4, -   
5854, -   ,10,N,2,1,M,5, -   
5855, -   ,10,Y,2,1,M,5, -   
5856, -   ,10,N,2,1,M,5, -   
5857, -   ,10,Y,2,1,M,4, -   
5858, -   ,10,Y,2,2,M,5, -   
5859, -   ,10,N,1,1,S,3, -   
5860, -   ,10,N,2,1,M,4, -   
5861, -   ,10,Y,1,2,S,2, -   
5862, -   ,10,N,2,2,S,5, -   
5863, 1 ,10,N,1,2,M,1, 1 
5864, 1 ,10,Y,1,2,M,2, -   
5865, -   ,10,Y,2,1,M,5, -   
5866, -   ,10,N,1,1,M,1, -   
5867, -   ,10,N,2,1,M,4, -   
5868, -   ,10,N,2,2,M,4, -   
5869, 1 ,10,Y,1,2,S,3, -   
5870, 1 ,10,N,1,2,S,1, 1 
5871, -   ,10,Y,2,1,M,5, -   
5872, -   ,10,N,2,1,M,4, -   
5873, -   ,10,N,1,2,M,3, -   
5874, 1 ,10,Y,1,2,M,1, -   
5875, -   ,10,Y,2,2,S,3, -   
5876, -   ,10,N,1,2,S,2, -   
5877, -   ,10,Y,2,1,M,4, -   
5878, 1 ,10,N,2,1,M,3, 1 
5879, 1 ,10,Y,2,2,S,3, 1 
5880, 1 ,10,N,2,1,M,3, -   
5881, 1 ,10,Y,1,2,M,1, -   
5882, -   ,10,Y,1,1,M,4, -   
5883, -   ,10,Y,1,2,M,2, -   
5884, 1 ,10,N,1,1,M,3, -   
5885, -   ,10,N,2,2,M,5, -   
5886, -   ,10,Y,2,1,M,4, -   
5887, -   ,10,Y,2,2,S,3, -   
5888, -   ,10,Y,1,1,M,3, -   
5889, 1 ,10,N,1,1,M,2, 1 
5890, -   ,10,N,1,1,M,4, -   
5891, -   ,10,Y,2,1,M,4, -   
5892, -   ,10,Y,1,2,M,4, -   
5893, -   ,10,N,1,2,S,2, -   
5894, -   ,10,Y,2,1,M,5, -   
5895, -   ,10,N,2,1,M,5, -   
5896, -   ,10,Y,2,1,S,4, -   
5897, -   ,10,Y,1,2,S,3, -   
5898, 1 ,10,N,2,1,M,4, 1 
5899, -   ,10,Y,2,1,S,4, -   
5900, -   ,10,N,2,1,M,4, -   
5901, 1 ,10,Y,1,2,M,4, 1 
5902, -   ,10,N,1,2,S,2, -   
5903, -   ,10,N,2,2,M,3, -   
5904, -   ,10,Y,1,1,M,1, -   
5905, -   ,10,Y,1,2,M,4, -   
5906, 1 ,10,Y,2,1,M,5, -   
5907, -   ,10,N,1,1,M,3, -   
5908, -   ,10,N,1,1,M,3, -   
5909, -   ,10,N,2,1,M,5, -   
5910, -   ,10,Y,2,1,M,5, -   
5911, 1 ,10,N,2,1,M,5, -   
5912, -   ,10,Y,2,1,M,5, -   
5913, -   ,10,Y,1,1,M,2, -   
5914, 1 ,10,N,2,1,M,4, -   
5915, 1 ,10,Y,1,2,S,1, -   
5916, -   ,10,Y,2,1,M,3, -   
5917, -   ,10,N,2,2,S,5, -   
5918, 1 ,10,N,1,2,M,3, -   
5919, -   ,10,N,2,1,M,5, -   
5920, -   ,10,N,2,1,M,4, -   
5921, -   ,10,Y,1,2,S,3, -   
5922, -   ,10,Y,2,1,S,3, -   
5923, -   ,10,N,2,1,M,3, -   
5924, -   ,10,Y,2,2,S,3, -   
5925, -   ,10,N,1,1,M,3, -   
5926, -   ,10,Y,2,1,M,5, -   
5927, -   ,10,N,2,1,M,4, -   
5928, 1 ,10,Y,2,1,M,3, -   
5929, 1 ,10,N,2,1,M,4, -   
5930, -   ,10,N,2,1,M,4, -   
5931, 1 ,10,Y,1,1,M,3, 1 
5932, 1 ,10,N,1,2,M,1, 1 
5933, -   ,10,Y,2,1,M,4, -   
5934, -   ,10,Y,2,1,M,5, -   
5935, -   ,10,N,1,1,M,1, -   
5936, -   ,10,Y,2,1,M,5, -   
5937, -   ,10,N,1,2,M,2, -   
5938, -   ,10,N,2,1,M,3, -   
5939, -   ,10,N,2,1,M,4, -   
5940, -   ,10,N,1,1,M,2, -   
5941, 1 ,10,Y,1,2,S,1, 1 
5942, -   ,10,N,1,1,M,1, -   
5943, -   ,10,N,2,1,S,4, -   
5944, 1 ,10,Y,2,2,S,2, -   
5945, -   ,10,N,2,1,M,3, -   
5946, -   ,10,N,2,1,M,4, -   
5947, -   ,10,Y,2,2,S,5, -   
5948, -   ,10,Y,2,2,S,4, -   
5949, -   ,10,N,1,1,M,2, -   
5950, -   ,10,N,2,2,S,2, -   
5951, -   ,10,Y,1,1,M,3, -   
5952, -   ,10,Y,2,1,M,3, -   
5953, -   ,10,N,2,1,M,3, -   
5954, -   ,10,Y,2,2,M,5, -   
5955, -   ,10,N,1,2,S,1, -   
5956, -   ,10,N,1,1,M,3, -   
5957, -   ,10,N,1,1,M,4, -   
5958, 1 ,10,N,2,2,S,3, -   
5959, -   ,10,N,2,1,M,5, -   
5960, -   ,10,Y,1,1,M,3, -   
5961, -   ,10,N,2,1,M,5, -   
5962, -   ,10,N,2,2,M,4, -   
5963, -   ,10,N,2,1,M,5, -   
5964, 1 ,10,N,2,1,M,3, -   
5965, 1 ,10,N,1,1,M,2, -   
5966, -   ,10,N,1,2,M,1, -   
5967, -   ,10,N,2,2,S,4, -   
5968, -   ,10,N,1,2,S,2, -   
5969, -   ,10,N,2,1,M,4, -   
5970, -   ,10,N,2,1,M,4, -   
5971, -   ,10,Y,2,1,M,3, -   
5972, 1 ,10,N,1,2,S,1, -   
5973, 1 ,10,Y,1,2,S,1, -   
5974, -   ,10,Y,1,2,M,4, -   
5975, -   ,10,N,2,2,M,2, -   
5976, -   ,10,N,1,1,S,4, -   
5977, -   ,10,N,2,2,M,4, -   
5978, -   ,10,N,2,1,M,5, -   
5979, -   ,10,N,1,2,M,1, -   
5980, -   ,10,Y,1,1,M,1, -   
5981, -   ,10,Y,2,1,M,3, -   
5982, 1 ,10,N,1,2,S,3, 1 
5983, -   ,10,N,1,2,S,3, -   
5984, -   ,10,N,2,1,M,4, -   
5985, -   ,10,Y,1,1,M,2, -   
5986, -   ,10,N,1,1,M,3, -   
5987, -   ,10,Y,2,1,M,4, -   
5988, -   ,10,Y,2,2,S,2, -   
5989, 1 ,10,N,1,1,M,1, 1 
5990, -   ,10,Y,2,2,M,3, -   
5991, -   ,10,N,1,2,S,1, -   
5992, -   ,10,Y,2,2,M,4, -   
5993, -   ,10,N,2,1,M,4, -   
5994, -   ,10,N,2,1,M,3, -   
5995, -   ,10,Y,2,1,M,5, -   
5996, -   ,10,N,1,2,S,1, -   
5997, -   ,10,Y,2,2,S,2, -   
5998, -   ,10,N,2,2,S,4, -   
5999, -   ,10,N,2,1,M,3, -   
6000, -   ,10,Y,2,1,M,3, -   
6001, -   ,10,Y,1,2,M,4, -   
6002, -   ,10,Y,2,1,M,5, -   
6003, -   ,10,Y,2,1,M,3, -   
6004, -   ,10,N,1,2,M,2, -   
6005, 1 ,10,N,1,1,M,2, -   
6006, -   ,10,N,1,2,S,1, -   
6007, -   ,10,Y,1,1,M,1, -   
6008, -   ,10,Y,1,1,M,4, -   
6009, -   ,10,N,2,2,M,3, -   
6010, -   ,10,Y,2,1,M,4, -   
6011, -   ,10,Y,2,2,M,4, -   
6012, -   ,10,Y,1,2,S,2, -   
6013, -   ,10,Y,2,1,M,5, -   
6014, -   ,10,Y,1,1,M,4, -   
6015, -   ,10,N,2,1,M,5, -   
6016, -   ,10,Y,1,1,M,1, -   
6017, -   ,10,N,2,1,M,5, -   
6018, -   ,10,N,2,2,S,4, -   
6019, -   ,10,N,1,2,M,2, -   
6020, -   ,10,Y,2,1,M,5, -   
6021, -   ,10,N,2,1,M,5, -   
6022, -   ,10,N,1,1,M,4, -   
6023, 1 ,10,N,1,2,S,1, 1 
6024, -   ,10,Y,1,2,M,2, -   
6025, -   ,10,Y,1,2,M,3, -   
6026, -   ,10,Y,1,2,S,2, -   
6027, -   ,10,Y,2,2,S,2, -   
6028, -   ,10,N,2,1,M,3, -   
6029, -   ,10,N,2,1,M,4, -   
6030, -   ,10,N,2,1,M,4, -   
6031, -   ,10,Y,2,1,M,5, -   
6032, -   ,10,Y,2,2,M,3, -   
6033, -   ,10,Y,2,2,S,3, -   
6034, -   ,10,Y,1,1,S,3, -   
6035, -   ,10,N,1,2,S,1, -   
6036, -   ,10,Y,2,1,M,5, -   
6037, -   ,10,N,2,1,M,4, -   
6038, -   ,10,N,2,1,M,5, -   
6039, -   ,10,N,1,2,S,1, -   
6040, -   ,10,N,2,1,M,3, -   
6041, -   ,10,Y,2,1,S,5, -   
6042, -   ,10,Y,2,1,M,3, -   
6043, -   ,10,N,2,1,M,5, -   
6044, -   ,10,Y,2,1,M,4, -   
6045, -   ,10,N,1,2,M,1, -   
6046, -   ,10,N,2,1,M,5, -   
6047, -   ,10,Y,2,1,M,5, -   
6048, -   ,10,Y,2,2,S,4, -   
6049, -   ,10,N,2,2,S,4, -   
6050, -   ,10,N,2,1,M,3, -   
6051, -   ,10,Y,2,2,S,4, -   
6052, -   ,10,N,1,1,M,3, -   
6053, -   ,10,N,1,1,M,3, -   
6054, 1 ,10,N,1,2,S,1, 1 
6055, -   ,10,N,1,2,S,2, -   
6056, -   ,10,N,2,1,M,5, -   
6057, 1 ,10,N,1,2,S,2, -   
6058, -   ,10,N,2,1,S,5, -   
6059, -   ,10,Y,2,2,S,3, -   
6060, -   ,10,Y,2,1,M,4, -   
6061, -   ,10,Y,2,2,M,4, -   
6062, -   ,10,N,1,1,M,3, -   
6063, -   ,10,N,2,1,M,4, -   
6064, -   ,10,N,2,2,S,2, -   
6065, 1 ,10,N,2,1,M,4, -   
6066, -   ,10,Y,2,1,M,3, -   
6067, -   ,10,N,2,1,M,5, -   
6068, -   ,10,Y,2,1,M,4, -   
6069, -   ,10,N,2,1,M,5, -   
6070, 1 ,10,Y,2,2,M,2, -   
6071, 1 ,10,Y,1,2,M,1, -   
6072, -   ,10,N,1,2,M,1, -   
6073, -   ,10,Y,1,2,M,3, -   
6074, -   ,10,N,1,1,M,2, -   
6075, -   ,10,N,2,1,M,4, -   
6076, -   ,10,Y,2,1,M,3, -   
6077, -   ,10,Y,2,2,S,4, -   
6078, -   ,10,N,2,2,S,3, -   
6079, -   ,10,N,2,1,M,3, -   
6080, -   ,10,N,2,2,M,5, -   
6081, 1 ,10,N,1,2,S,1, -   
6082, -   ,10,Y,2,1,M,5, -   
6083, -   ,10,N,1,2,M,1, -   
6084, -   ,10,Y,2,2,M,5, -   
6085, 1 ,10,Y,1,1,M,1, -   
6086, -   ,10,Y,1,2,S,1, -   
6087, -   ,10,Y,2,1,M,5, -   
6088, -   ,10,Y,2,1,M,3, -   
6089, -   ,10,N,2,1,M,5, -   
6090, 1 ,10,N,1,2,M,1, 1 
6091, -   ,10,Y,1,2,M,3, -   
6092, 1 ,10,N,2,1,M,3, 1 
6093, -   ,10,N,2,1,M,3, -   
6094, -   ,10,Y,1,1,M,3, -   
6095, 1 ,10,N,1,2,M,1, 1 
6096, 1 ,10,Y,1,1,M,1, 1 
6097, -   ,10,Y,2,1,M,4, -   
6098, -   ,10,Y,2,2,M,5, -   
6099, -   ,10,Y,1,1,M,4, -   
6100, -   ,10,N,1,1,M,2, -   
6101, -   ,10,N,2,1,M,5, -   
6102, 1 ,10,Y,1,2,S,2, -   
6103, 1 ,10,N,1,2,M,1, 1 
6104, -   ,10,Y,1,2,S,2, -   
6105, -   ,10,N,2,1,M,5, -   
6106, -   ,10,Y,1,2,M,2, -   
6107, -   ,10,N,1,2,M,1, -   
6108, -   ,10,N,2,2,S,5, -   
6109, -   ,10,N,2,1,M,5, -   
6110, -   ,10,N,2,1,M,4, -   
6111, 1 ,10,Y,1,1,M,2, -   
6112, 1 ,10,Y,2,1,M,3, 1 
6113, 1 ,10,Y,1,1,M,1, -   
6114, -   ,10,N,2,1,M,5, -   
6115, -   ,10,Y,1,2,S,3, -   
6116, -   ,10,Y,2,1,M,5, -   
6117, 1 ,10,Y,2,1,M,4, -   
6118, -   ,10,Y,1,2,M,1, -   
6119, -   ,10,N,2,2,M,4, -   
6120, -   ,10,Y,1,2,S,3, -   
6121, -   ,10,Y,2,1,M,5, -   
6122, -   ,10,Y,2,2,S,2, -   
6123, -   ,10,Y,2,2,M,3, -   
6124, -   ,10,N,1,1,M,3, -   
6125, -   ,10,N,2,1,M,5, -   
6126, -   ,10,N,1,1,M,4, -   
6127, -   ,10,N,1,2,S,1, -   
6128, -   ,10,N,2,1,M,4, -   
6129, -   ,10,Y,2,1,M,5, -   
6130, -   ,10,Y,1,2,M,1, -   
6131, -   ,10,N,2,1,S,5, -   
6132, -   ,10,N,1,2,M,1, -   
6133, 1 ,10,N,2,1,M,3, 1 
6134, -   ,10,Y,2,2,S,3, -   
6135, -   ,10,N,1,2,M,2, -   
6136, -   ,10,Y,2,2,M,3, -   
6137, -   ,10,N,2,2,S,5, -   
6138, -   ,10,N,2,1,M,3, -   
6139, -   ,10,Y,2,1,M,4, -   
6140, -   ,10,N,2,1,M,4, -   
6141, -   ,10,Y,1,2,M,4, -   
6142, -   ,10,Y,1,2,S,3, -   
6143, 1 ,10,Y,1,2,S,1, 1 
6144, -   ,10,N,2,1,M,5, -   
6145, -   ,10,Y,2,1,M,4, -   
6146, -   ,10,Y,1,2,S,3, -   
6147, -   ,10,N,2,1,S,5, -   
6148, -   ,10,N,2,1,M,5, -   
6149, -   ,10,Y,1,1,M,4, -   
6150, 1 ,10,Y,2,2,M,3, -   
6151, -   ,10,N,2,2,S,5, -   
6152, -   ,10,N,1,1,M,4, -   
6153, -   ,10,Y,2,1,M,5, -   
6154, -   ,10,Y,2,1,M,5, -   
6155, -   ,10,N,1,2,S,1, -   
6156, 1 ,10,N,1,1,M,2, 1 
6157, -   ,10,Y,1,2,S,4, -   
6158, -   ,10,Y,2,2,M,4, -   
6159, -   ,10,Y,1,1,M,2, -   
6160, -   ,10,Y,2,1,M,4, -   
6161, -   ,10,N,2,1,M,5, -   
6162, -   ,10,Y,2,1,M,5, -   
6163, -   ,10,Y,2,1,M,5, -   
6164, -   ,10,N,1,2,M,1, -   
6165, -   ,10,Y,2,1,M,3, -   
6166, 1 ,10,N,1,2,M,1, -   
6167, -   ,10,N,2,1,M,5, -   
6168, -   ,10,Y,2,2,M,3, -   
6169, -   ,10,N,2,1,M,3, -   
6170, -   ,10,Y,2,1,M,5, -   
6171, -   ,10,Y,2,1,M,4, -   
6172, -   ,10,N,1,1,M,2, -   
6173, -   ,10,Y,1,2,M,1, -   
6174, -   ,10,N,2,1,M,5, -   
6175, -   ,10,Y,2,1,M,3, -   
6176, -   ,10,Y,1,2,S,2, -   
6177, -   ,10,N,2,1,M,5, -   
6178, -   ,10,Y,1,2,M,3, -   
6179, -   ,10,N,2,1,M,5, -   
6180, -   ,10,Y,2,1,M,4, -   
6181, -   ,10,Y,2,1,M,5, -   
6182, -   ,10,N,2,1,M,5, -   
6183, -   ,10,N,1,2,M,1, -   
6184, -   ,10,N,1,1,M,4, -   
6185, -   ,10,N,2,1,M,4, -   
6186, -   ,10,Y,2,1,S,5, -   
6187, -   ,10,Y,1,2,S,4, -   
6188, -   ,10,N,1,1,M,4, -   
6189, -   ,10,Y,1,2,S,2, -   
6190, 1 ,10,N,1,2,S,1, 1 
6191, -   ,10,N,2,1,M,5, -   
6192, -   ,10,N,1,2,S,3, -   
6193, -   ,10,Y,2,1,M,3, -   
6194, -   ,10,N,1,1,S,3, -   
6195, -   ,10,N,2,2,S,2, -   
6196, -   ,10,N,2,2,S,5, -   
6197, -   ,10,Y,1,2,M,4, -   
6198, -   ,10,N,2,1,M,5, -   
6199, -   ,10,N,1,2,M,2, -   
6200, 1 ,10,Y,2,1,S,3, -   
6201, -   ,10,Y,2,1,S,5, -   
6202, -   ,10,Y,1,2,M,1, -   
6203, -   ,10,Y,1,2,S,2, -   
6204, -   ,10,N,2,2,S,5, -   
6205, -   ,10,N,2,2,M,3, -   
6206, -   ,10,Y,2,1,M,5, -   
6207, -   ,10,Y,2,1,M,5, -   
6208, -   ,10,Y,2,1,M,5, -   
6209, -   ,10,N,1,2,M,1, -   
6210, -   ,10,Y,1,1,M,1, -   
6211, -   ,10,Y,2,2,M,5, -   
6212, -   ,10,Y,2,1,M,3, -   
6213, -   ,10,N,1,2,S,3, -   
6214, -   ,10,N,2,2,S,3, -   
6215, -   ,10,N,2,1,M,5, -   
6216, -   ,10,Y,2,2,S,4, -   
6217, -   ,10,N,2,1,M,5, -   
6218, -   ,10,Y,2,1,M,3, -   
6219, -   ,10,N,2,1,S,5, -   
6220, -   ,10,Y,1,2,S,3, -   
6221, -   ,10,N,1,2,M,3, -   
6222, -   ,10,Y,2,1,M,4, -   
6223, -   ,10,Y,1,1,M,3, -   
6224, -   ,10,Y,2,2,M,3, -   
6225, -   ,10,N,2,1,M,5, -   
6226, -   ,10,Y,2,2,M,2, -   
6227, -   ,10,N,2,2,M,3, -   
6228, -   ,10,Y,2,1,S,5, -   
6229, -   ,10,Y,2,2,S,5, -   
6230, -   ,10,Y,2,1,M,5, -   
6231, -   ,10,Y,2,2,S,4, -   
6232, -   ,10,N,1,1,M,2, -   
6233, -   ,10,N,2,1,M,3, -   
6234, 1 ,10,Y,1,1,M,3, 1 
6235, 1 ,10,Y,1,2,M,1, -   
6236, 1 ,10,Y,1,2,M,2, -   
6237, -   ,10,Y,2,2,S,2, -   
6238, -   ,10,Y,2,2,S,3, -   
6239, -   ,10,N,2,1,M,3, -   
6240, -   ,10,Y,2,1,M,4, -   
6241, -   ,10,Y,2,2,S,4, -   
6242, -   ,10,N,2,1,M,5, -   
6243, -   ,10,N,2,1,M,4, -   
6244, -   ,10,Y,2,2,M,3, -   
6245, -   ,10,Y,1,1,M,3, -   
6246, -   ,10,N,2,1,M,5, -   
6247, 1 ,10,N,2,1,M,3, -   
6248, -   ,10,Y,2,1,M,4, -   
6249, 1 ,10,N,1,2,M,1, 1 
6250, -   ,10,N,1,2,M,3, -   
6251, -   ,10,Y,2,1,M,4, -   
6252, 1 ,10,N,2,1,M,3, 1 
6253, -   ,10,N,2,1,S,4, -   
6254, 1 ,10,Y,2,2,M,3, -   
6255, 1 ,10,Y,2,2,M,2, -   
6256, -   ,10,Y,2,2,S,4, -   
6257, -   ,10,N,2,1,M,5, -   
6258, 1 ,10,N,2,1,M,3, 1 
6259, -   ,10,N,2,1,M,4, -   
6260, -   ,10,N,2,1,M,5, -   
6261, -   ,10,N,2,2,M,4, -   
6262, -   ,10,Y,1,1,M,1, -   
6263, -   ,10,Y,2,1,M,4, -   
6264, -   ,10,Y,2,1,M,5, -   
6265, -   ,10,N,1,1,M,3, -   
6266, -   ,10,Y,2,1,M,5, -   
6267, -   ,10,N,2,1,M,3, -   
6268, -   ,10,Y,2,1,M,3, -   
6269, -   ,10,N,1,1,M,2, -   
6270, -   ,10,N,2,1,M,3, -   
6271, -   ,10,Y,1,2,M,4, -   
6272, -   ,10,N,2,2,S,5, -   
6273, -   ,10,N,2,1,M,5, -   
6274, -   ,10,Y,2,1,S,4, -   
6275, -   ,10,Y,1,2,S,1, -   
6276, -   ,10,N,2,1,M,3, -   
6277, 1 ,10,Y,2,1,M,3, -   
6278, -   ,10,N,2,1,M,5, -   
6279, -   ,10,Y,2,1,M,5, -   
6280, -   ,10,Y,2,1,M,5, -   
6281, -   ,10,Y,1,2,M,3, -   
6282, -   ,10,Y,2,2,S,3, -   
6283, -   ,10,N,2,2,M,5, -   
6284, -   ,10,Y,1,2,M,3, -   
6285, -   ,10,N,1,2,S,3, -   
6286, -   ,10,Y,1,1,S,1, -   
6287, -   ,10,Y,2,1,M,3, -   
6288, -   ,10,Y,2,1,M,4, -   
6289, -   ,10,Y,2,2,S,2, -   
6290, 1 ,10,Y,2,1,M,4, -   
6291, -   ,10,N,2,1,M,5, -   
6292, -   ,10,N,2,2,M,2, -   
6293, -   ,10,Y,1,2,S,4, -   
6294, -   ,10,Y,2,2,M,4, -   
6295, 1 ,10,N,1,2,M,1, -   
6296, -   ,10,Y,2,1,M,4, -   
6297, -   ,10,N,2,1,M,4, -   
6298, -   ,10,Y,1,2,M,3, -   
6299, -   ,10,Y,2,1,M,3, -   
6300, 1 ,10,Y,1,1,M,1, 1 
6301, -   ,10,N,1,1,S,3, -   
6302, -   ,10,N,2,2,S,4, -   
6303, -   ,10,N,1,2,M,3, -   
6304, 1 ,10,Y,2,1,M,3, -   
6305, -   ,10,N,1,2,M,3, -   
6306, -   ,10,Y,1,2,S,1, -   
6307, -   ,10,Y,1,2,S,3, -   
6308, -   ,10,Y,2,2,M,5, -   
6309, -   ,10,N,2,2,M,4, -   
6310, -   ,10,Y,2,2,S,4, -   
6311, -   ,10,Y,2,2,S,5, -   
6312, -   ,10,Y,2,1,M,5, -   
6313, -   ,10,N,2,1,M,5, -   
6314, -   ,10,N,2,1,M,4, -   
6315, -   ,10,Y,1,1,M,3, -   
6316, -   ,10,N,1,1,M,1, -   
6317, -   ,10,Y,1,2,S,3, -   
6318, -   ,10,Y,2,1,M,4, -   
6319, -   ,10,Y,1,1,M,3, -   
6320, -   ,10,N,1,2,S,2, -   
6321, -   ,10,Y,2,1,M,4, -   
6322, 1 ,10,N,2,2,S,2, 1 
6323, -   ,10,Y,2,1,M,4, -   
6324, 1 ,10,N,2,1,M,5, -   
6325, -   ,10,N,2,1,M,4, -   
6326, -   ,10,Y,1,1,M,3, -   
6327, -   ,10,Y,1,1,M,3, -   
6328, -   ,10,Y,2,1,M,5, -   
6329, -   ,10,Y,2,1,M,4, -   
6330, -   ,10,N,1,2,M,1, -   
6331, -   ,10,Y,2,2,M,4, -   
6332, -   ,10,Y,1,2,M,4, -   
6333, -   ,10,N,2,2,M,2, -   
6334, -   ,10,Y,1,2,M,2, -   
6335, -   ,10,N,2,1,M,5, -   
6336, -   ,10,N,2,1,M,4, -   
6337, -   ,10,Y,2,2,S,4, -   
6338, -   ,10,Y,2,2,M,4, -   
6339, -   ,10,N,1,2,M,2, -   
6340, -   ,10,Y,2,1,M,5, -   
6341, -   ,10,N,2,2,S,4, -   
6342, 1 ,10,N,1,2,M,2, -   
6343, -   ,10,N,2,2,S,4, -   
6344, -   ,10,N,2,1,M,4, -   
6345, -   ,10,N,2,1,M,4, -   
6346, -   ,10,Y,2,1,M,5, -   
6347, -   ,10,N,1,2,S,2, -   
6348, -   ,10,N,1,2,M,3, -   
6349, -   ,10,N,1,2,M,3, -   
6350, 1 ,10,N,2,2,S,2, -   
6351, -   ,10,N,2,1,M,3, -   
6352, -   ,10,N,1,2,S,2, -   
6353, -   ,10,N,2,1,M,5, -   
6354, -   ,10,Y,2,1,M,5, -   
6355, 1 ,10,N,1,1,M,3, -   
6356, -   ,10,Y,1,1,M,2, -   
6357, 1 ,10,Y,1,1,M,2, -   
6358, -   ,10,N,2,1,M,5, -   
6359, -   ,10,Y,2,1,M,5, -   
6360, -   ,10,Y,2,1,M,3, -   
6361, -   ,10,N,2,2,S,3, -   
6362, -   ,10,Y,2,2,S,4, -   
6363, -   ,10,Y,2,2,S,3, -   
6364, -   ,10,Y,1,2,S,2, -   
6365, -   ,10,N,1,1,M,2, -   
6366, 1 ,10,N,2,1,M,5, -   
6367, 1 ,10,N,1,1,M,1, -   
6368, 1 ,10,Y,1,2,M,3, -   
6369, -   ,10,N,1,1,M,3, -   
6370, -   ,10,Y,2,1,M,5, -   
6371, -   ,10,Y,1,2,S,3, -   
6372, -   ,10,N,1,2,S,2, -   
6373, 1 ,10,Y,1,1,M,1, 1 
6374, -   ,10,Y,1,2,M,2, -   
6375, 1 ,10,Y,1,1,M,1, 1 
6376, -   ,10,Y,2,1,M,5, -   
6377, -   ,10,N,2,1,M,4, -   
6378, 1 ,10,N,1,1,M,1, 1 
6379, -   ,10,N,2,1,S,5, -   
6380, -   ,10,Y,1,2,S,4, -   
6381, -   ,10,N,2,1,M,5, -   
6382, -   ,10,Y,2,2,S,3, -   
6383, -   ,10,Y,2,1,M,5, -   
6384, -   ,10,Y,1,2,M,2, -   
6385, -   ,10,Y,2,1,M,4, -   
6386, -   ,10,Y,2,1,S,5, -   
6387, -   ,10,N,2,2,S,4, -   
6388, -   ,10,N,1,2,S,1, -   
6389, -   ,10,N,1,1,M,4, -   
6390, -   ,10,Y,2,1,M,4, -   
6391, -   ,10,Y,2,1,M,3, -   
6392, 1 ,10,N,1,2,S,1, 1 
6393, -   ,10,Y,2,1,M,3, -   
6394, -   ,10,Y,2,2,S,2, -   
6395, -   ,10,N,1,2,M,2, -   
6396, -   ,10,Y,2,1,M,5, -   
6397, -   ,10,N,2,1,M,5, -   
6398, -   ,10,N,1,1,M,3, -   
6399, -   ,10,Y,2,1,M,3, -   
6400, -   ,10,N,2,1,M,5, -   
6401, -   ,10,Y,2,2,S,3, -   
6402, -   ,10,N,1,1,M,1, -   
6403, -   ,10,N,1,1,M,3, -   
6404, -   ,10,Y,1,2,M,3, -   
6405, -   ,10,Y,1,2,S,2, -   
6406, -   ,10,Y,2,1,M,5, -   
6407, -   ,10,N,1,2,M,1, -   
6408, -   ,10,N,1,1,M,2, -   
6409, -   ,10,N,1,1,M,4, -   
6410, -   ,10,N,2,1,M,5, -   
6411, -   ,10,Y,2,1,M,3, -   
6412, -   ,10,Y,2,1,M,4, -   
6413, -   ,10,N,2,1,M,5, -   
6414, -   ,10,N,2,1,M,4, -   
6415, -   ,10,Y,1,2,S,3, -   
6416, 1 ,10,Y,1,2,S,1, -   
6417, -   ,10,N,2,1,M,5, -   
6418, -   ,10,N,1,1,M,2, -   
